company_linkedin_tag,linkedin_url,name,domain,website,segment,icp_confidence,tier,size_band,employees_on_linkedin,industry,company_type,founded_year,hq_city,hq_state,hq_country,payroll_evidence,hiring_payroll_roles,sources
novelapp,https://www.linkedin.com/company/novelapp,Novel,-,https://novelapp.co.uk,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,12,Accounting,Private,-,London,England,GB,accountants,-,pros-ind::Accounting::United Kingdom
pandey-&-co-limited,https://www.linkedin.com/company/pandey-&-co-limited,Pandey & Co Limited,pandey.co.uk,https://pandey.co.uk,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,12,Accounting,Private,-,Southampton,England,GB,chartered accountants; accountants; bookkeeping,-,pros-ind::Accounting::United Kingdom; pros-kw::bookkeeping::United Kingdom; pros-kw::chartered accountants::United Kingdom; pros-kw::outsourced payroll::United Kingdom; pros-kw::payroll services::United Kingdom; pros-kw::payroll solutions::United Kingdom; pros-kw::payroll::United Kingdom
panthera-accounting,https://www.linkedin.com/company/panthera-accounting,Panthera Accounting,pantheraaccounting.co.uk,https://pantheraaccounting.co.uk,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,12,Accounting,Private,-,Didcot,England,GB,accountants,-,pros-ind::Accounting::United Kingdom; pros-kw::accountancy practice::United Kingdom; pros-kw::bookkeeping::United Kingdom; pros-kw::payroll services::United Kingdom; pros-kw::payroll::United Kingdom
param-&-company-ltd,https://www.linkedin.com/company/param-&-company-ltd,Param & Company,-,https://paramandco.com,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,12,Accounting,Private,-,Southall,England,GB,accountancy; bookkeeping; accountancy firm,-,pros-ind::Accounting::United Kingdom; pros-kw::auto enrolment::United Kingdom; pros-kw::bookkeeping::United Kingdom; pros-kw::payroll outsourcing::United Kingdom
parker-lloyd,https://www.linkedin.com/company/parker-lloyd,Parker Lloyd,-,https://parkerlloyd.com,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,12,-,Private,-,London,England,GB,chartered accountants; accountants; accountancy,-,pros-kw::chartered accountants::United Kingdom
parmentier-arthur,https://www.linkedin.com/company/parmentier-arthur,Parmentier Arthur,parmentierarthur.com,https://parmentierarthur.com,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,12,Accounting,Private,-,St Ives,England,GB,accountants,-,pros-ind::Accounting::United Kingdom
pearl-accountants,https://www.linkedin.com/company/pearl-accountants,Pearl Accountants,pearlaccountants.com,http://www.pearlaccountants.com,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,12,Accounting,PRIVATELY_HELD,2008,Hounslow,Middlesex,GB,chartered accountants; accountancy practice; accountants; accountancy,-,aiark-lookalike; pros-ind::Accounting::United Kingdom; pros-kw::accountancy practice::United Kingdom; pros-kw::auto enrolment::United Kingdom; pros-kw::bookkeeping::United Kingdom; pros-kw::chartered accountants::United Kingdom; pros-kw::payroll services::United Kingdom; pros-kw::payroll solutions::United Kingdom; pros-kw::payroll::United Kingdom
pentlands-business-&-tax-advisors,https://www.linkedin.com/company/pentlands-business-&-tax-advisors,Pentlands Accountants and advisors part of the NUVO Group,pentlands.ltd.uk,https://pentlands.ltd.uk,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,12,Accounting,Private,-,Warwick,England,GB,accountants; accountancy; accountancy services,-,pros-ind::Accounting::United Kingdom; pros-kw::bookkeeping::United Kingdom; pros-kw::payroll::United Kingdom
portt-co,https://www.linkedin.com/company/portt-co,Portt & Co,portt.co.uk,https://portt.co.uk,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,12,Accounting,Private,-,Taunton,England,GB,bookkeeping; accounting services,-,pros-ind::Accounting::United Kingdom; pros-kw::auto enrolment::United Kingdom; pros-kw::bookkeeping::United Kingdom; pros-kw::payroll services::United Kingdom
practical-accounting-pcfo,https://www.linkedin.com/company/practical-accounting-pcfo,Practical Accounting,practical-accounting.co.uk,https://practical-accounting.co.uk,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,12,Accounting,Private,-,London,England,GB,accountancy; bookkeeping,-,pros-ind::Accounting::United Kingdom; pros-kw::bookkeeping::United Kingdom; pros-kw::payroll services::United Kingdom; pros-kw::payroll::United Kingdom
praxis-advisory-llp,https://www.linkedin.com/company/praxis-advisory-llp,Praxis.,-,https://praxisllp.com,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,12,Accounting,Private,-,London,England,GB,accountancy practice; accountancy,-,pros-ind::Accounting::United Kingdom; pros-kw::accountancy practice::United Kingdom; pros-kw::chartered accountants::United Kingdom
proedge-associates-limited,https://www.linkedin.com/company/proedge-associates-limited,Proedge Associates Limited,-,https://proedgeassociates.co.uk,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,12,Accounting,Private,-,Ely,England,GB,accountancy; bookkeeping; accountancy firm; accountancy services,-,pros-ind::Accounting::United Kingdom; pros-kw::bookkeeping::United Kingdom
purple-lime-accountancy,https://www.linkedin.com/company/purple-lime-accountancy,Purple Lime Accountancy,purplelime.uk.com,https://purplelime.uk.com,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,12,Accounting,Private,-,Chippenham,England,GB,chartered accountants; accountants; accountancy; bookkeeping; accountancy services,-,pros-ind::Accounting::United Kingdom; pros-kw::auto enrolment::United Kingdom; pros-kw::bookkeeping::United Kingdom; pros-kw::chartered accountants::United Kingdom; pros-kw::outsourced payroll::United Kingdom; pros-kw::payroll services::United Kingdom; pros-kw::payroll::United Kingdom; pros-kw::umbrella company::United Kingdom
quotient-financial-solutions,https://www.linkedin.com/company/quotient-financial-solutions,Quotient Financial Solutions,quotientfinancial.com,https://quotientfinancial.com,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,12,Accounting,Private,-,London,England,GB,chartered accountants; accountants,-,pros-ind::Accounting::United Kingdom; pros-kw::chartered accountants::United Kingdom
r-a-clement-associates,https://www.linkedin.com/company/r-a-clement-associates,R A Clement Associates,raclement.co.uk,https://raclement.co.uk,accountancy-practice-payroll,high,boutique-mid-11-200,11-50,12,Accounting,Private,-,Oban,Scotland,GB,payroll department,-,pros-ind::Accounting::United Kingdom; pros-kw::auto enrolment::United Kingdom; pros-kw::chartered accountants::United Kingdom
r-pau-&-co-limited,https://www.linkedin.com/company/r-pau-&-co-limited,R Pau & Co Limited,rpau.co.uk,https://rpau.co.uk,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,12,Accounting,Private,-,Coventry,England,GB,accountants; chartered certified,-,pros-ind::Accounting::United Kingdom
rda-accountants-ltd,https://www.linkedin.com/company/rda-accountants-ltd,RDA Accountants,rda.ie,https://www.rda.ie,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,12,Accounting,Sole Proprietorship,2002,Ardcavan,Wexford,IE,accountants; accountancy,-,discolike::ireland; ind::Accounting::IE; pros-ind::Accounting::Ireland; pros-kw::auto enrolment::Ireland; pros-kw::bookkeeping::Ireland; pros-kw::managed payroll::Ireland; pros-kw::payroll services::Ireland; pros-kw::payroll solutions::Ireland; pros-kw::payroll::Ireland
rpb-chartered-accountants,https://www.linkedin.com/company/rpb-chartered-accountants,RPB Chartered Accountants,rpbca.com,https://rpbca.com,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,12,Accounting,Private,-,Newry,N. Ireland,GB,chartered accountants; accountants; accountancy,-,pros-ind::Accounting::United Kingdom; pros-kw::accountancy practice::United Kingdom; pros-kw::bookkeeping::United Kingdom; pros-kw::chartered accountants::United Kingdom; pros-kw::payroll services::United Kingdom; pros-kw::payroll::United Kingdom
resolve-accountancy,https://www.linkedin.com/company/resolve-accountancy,Resolve Accountancy,resolveaccountancy.co.uk,https://www.resolveaccountancy.co.uk,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,12,Accounting,PRIVATELY_HELD,1999,Welwyn Garden City,Hertfordshire,GB,accountants; accountancy; bookkeeping; accountancy firm; accountancy services,-,aiark-lookalike; pros-ind::Accounting::United Kingdom; pros-kw::bookkeeping::United Kingdom; pros-kw::payroll::United Kingdom
riaz-ahmad-&-co-limited,https://www.linkedin.com/company/riaz-ahmad-&-co-limited,Riaz Ahmad & Co Limited,rasgco.com,https://riazahmadandco.com,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,12,Accounting,Private,-,Manchester,England,GB,accountants; bookkeeping; accounting firm,-,pros-ind::Accounting::United Kingdom; pros-kw::bookkeeping::United Kingdom; pros-kw::outsourced payroll::United Kingdom; pros-kw::payroll services::United Kingdom; pros-kw::payroll::United Kingdom
riches-and-company,https://www.linkedin.com/company/riches-and-company,Riches & Company,richesandco.co.uk,https://richesandco.co.uk,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,12,Financial Services,Private,-,-,-,GB,chartered accountants; accountants,-,pros-kw::chartered accountants::United Kingdom; pros-kw::payroll::United Kingdom
riverside-accountancy-lancaster-limited,https://www.linkedin.com/company/riverside-accountancy-lancaster-limited,Riverside Accountancy Lancaster Limited,riversideaccountancylancaster.com,https://riversideaccountancylancaster.com,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,12,Accounting,PRIVATELY_HELD,1951,Lancaster,England,GB,chartered accountants; accountants; accountancy,-,aiark-lookalike; pros-ind::Accounting::United Kingdom; pros-kw::auto enrolment::United Kingdom; pros-kw::bookkeeping::United Kingdom; pros-kw::chartered accountants::United Kingdom; pros-kw::payroll services::United Kingdom; pros-kw::payroll::United Kingdom
russell-&-co---chartered-accountants,https://www.linkedin.com/company/russell-&-co---chartered-accountants,Russell & Co - Chartered Accountants,profitabilitygroup.co.uk,https://www.profitabilitygroup.co.uk,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,12,Accounting,Privately Held,2000,Newcastle upon Tyne,-,GB,chartered accountants; accountants,-,aiark-lookalike; ind::Accounting::GB; pros-ind::Accounting::United Kingdom; pros-kw::chartered accountants::United Kingdom
s-h-accountants-ltd,https://www.linkedin.com/company/s-h-accountants-ltd,S&H Chartered Accountants & Tax Advisers,shaccountants.co.uk,http://www.shaccountants.co.uk,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,12,Accounting,PRIVATELY_HELD,-,Manchester,England,GB,chartered accountants; accountants; tax advisers,-,aiark-lookalike; pros-ind::Accounting::United Kingdom; pros-kw::bookkeeping::United Kingdom; pros-kw::chartered accountants::United Kingdom; pros-kw::payroll services::United Kingdom; pros-kw::payroll solutions::United Kingdom; pros-kw::payroll::United Kingdom
sah-associates,https://www.linkedin.com/company/sah-associates,SAH Associates,-,https://sahassociates.co.uk,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,12,Accounting,Private,-,Dewsbury,England,GB,accountancy; bookkeeping; accountancy firm,-,pros-ind::Accounting::United Kingdom; pros-kw::bookkeeping::United Kingdom; pros-kw::payroll services::United Kingdom; pros-kw::payroll::United Kingdom
sas-rd,https://www.linkedin.com/company/sas-rd,SAS Tax,sas.com,https://sas-rd.com,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,12,Financial Services,Private,-,Kings Langley,England,GB,accountants,-,pros-kw::chartered accountants::United Kingdom
sidikies-chartered-accountants,https://www.linkedin.com/company/sidikies-chartered-accountants,SIDIKIES Chartered Accountants,sidikies.com,http://www.sidikies.com,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,12,Accounting,PRIVATELY_HELD,-,London,England,GB,chartered accountants; accountants,-,aiark-lookalike; pros-ind::Accounting::United Kingdom
sky-kpo,https://www.linkedin.com/company/sky-kpo,SKY KPO Services,skyas.uk,https://www.skyas.uk,accountancy-practice-payroll,high,boutique-mid-11-200,11-50,12,Outsourcing and Offshoring Consulting,Privately Held,2023,London,-,GB,payroll outsourcing,-,ind::Outsourcing and Offshoring Consulting::GB; pros-kw::auto enrolment::United Kingdom; pros-kw::bookkeeping::United Kingdom; pros-kw::payroll outsourcing::United Kingdom; pros-kw::payroll::United Kingdom
smv-associates-ltd,https://www.linkedin.com/company/smv-associates-ltd,SMV Associates,smvassociatesltd.co.uk,https://smvassociatesltd.co.uk,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,12,Accounting,Public,-,Tiverton,England,GB,accountancy; accountancy firm,-,pros-ind::Accounting::United Kingdom; pros-kw::payroll bureau::United Kingdom; pros-kw::payroll services::United Kingdom
sam-accountants-ltd,https://www.linkedin.com/company/sam-accountants-ltd,Sam Accountants,-,https://samaccountants.com,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,12,Accounting,Private,-,-,-,GB,accountants,-,pros-ind::Accounting::United Kingdom
samuels-llp,https://www.linkedin.com/company/samuels-llp,Samuels LLP,samuels.co.uk,https://samuels.co.uk,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,12,Accounting,Partnership,1992,Sevenoaks,Kent,GB,chartered accountants; accountants,-,aiark-lookalike; ind::Accounting::GB; pros-ind::Accounting::United Kingdom; pros-kw::accountancy practice::United Kingdom; pros-kw::bookkeeping::United Kingdom; pros-kw::chartered accountants::United Kingdom; pros-kw::payroll services::United Kingdom; pros-kw::payroll::United Kingdom
scott-vevers,https://www.linkedin.com/company/scott-vevers,Scott Vevers Chartered Accountants,scottvevers.co.uk,https://scottvevers.co.uk,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,12,Accounting,Private,-,Bridport,England,GB,chartered accountants; accountants; bookkeeping,-,pros-ind::Accounting::United Kingdom; pros-kw::bookkeeping::United Kingdom; pros-kw::chartered accountants::United Kingdom; pros-kw::payroll services::United Kingdom; pros-kw::payroll::United Kingdom
scottish-legal-accountants,https://www.linkedin.com/company/scottish-legal-accountants,Scottish Legal Accountants,scottishlegalaccountants.com,http://www.scottishlegalaccountants.com,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,12,Legal Services,PUBLIC_COMPANY,2010,Bearsden,Glasgow,GB,accountants; accounting services,-,aiark-lookalike
shabir-nawab-&-co,https://www.linkedin.com/company/shabir-nawab-&-co,Shabir Nawab & Co,shabirnawab.co.uk,https://shabirnawab.co.uk,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,12,Accounting,Private,-,-,-,GB,accountants; accountancy; bookkeeping,-,pros-ind::Accounting::United Kingdom; pros-kw::bookkeeping::United Kingdom; pros-kw::payroll::United Kingdom
shah-gillani-&-company,https://www.linkedin.com/company/shah-gillani-&-company,Shah Gillani & Company,sg-accountants.co.uk,http://www.sg-accountants.co.uk,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,12,Accounting,PRIVATELY_HELD,1987,Edgware,Middlesex,GB,accountants; accountancy; chartered certified,-,aiark-lookalike
slade-&-cooper,https://www.linkedin.com/company/slade-&-cooper,Slade & Cooper,sladecooper.co.uk,https://sladecooper.co.uk,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,12,Accounting,Private,-,Manchester,England,GB,accountants; chartered certified,-,pros-ind::Accounting::United Kingdom; pros-kw::bookkeeping::United Kingdom; pros-kw::payroll bureau::United Kingdom; pros-kw::payroll::United Kingdom
sleigh-&-story,https://www.linkedin.com/company/sleigh-&-story,Sleigh & Story,sleighandstory.co.uk,http://www.sleighandstory.co.uk,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,12,Accounting,PRIVATELY_HELD,2005,Brighouse,West Yorkshire,GB,accountants; tax advisers,-,aiark-lookalike; pros-ind::Accounting::United Kingdom
starsterlingoutsourcing,https://www.linkedin.com/company/starsterlingoutsourcing,Star Sterling Outsource,starsterlingoutsource.com,http://www.starsterlingoutsource.com,accountancy-practice-payroll,high,boutique-mid-11-200,11-50,12,Accounting,PARTNERSHIP,2015,London,-,GB,payroll services,-,aiark-lookalike; pros-ind::Accounting::United Kingdom; pros-kw::bookkeeping::United Kingdom; pros-kw::outsourced payroll::United Kingdom; pros-kw::payroll services::United Kingdom
stephenson-coates-limited,https://www.linkedin.com/company/stephenson-coates-limited,Stephenson Coates Limited,stephensoncoates.co.uk,https://stephensoncoates.co.uk,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,12,Accounting,Private,-,Newcastle upon Tyne,England,GB,accountancy practice; accountancy,-,pros-ind::Accounting::United Kingdom; pros-kw::accountancy practice::United Kingdom; pros-kw::chartered accountants::United Kingdom; pros-kw::payroll services::United Kingdom; pros-kw::payroll::United Kingdom
stevenson-&-kyles,https://www.linkedin.com/company/stevenson-&-kyles,Stevenson & Kyles,stevenson-kyles.co.uk,https://stevenson-kyles.co.uk,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,12,Accounting,Private,-,Glasgow,Scotland,GB,chartered accountants; accountants,-,pros-ind::Accounting::United Kingdom; pros-kw::chartered accountants::United Kingdom; pros-kw::payroll services::United Kingdom
tba-associates,https://www.linkedin.com/company/tba-associates,TBA & Associates,-,https://tba-associates.com,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,12,Business Consulting and Services,Private,-,London,England,GB,accountants,-,pros-ind::Business Consulting and Services::United Kingdom; pros-kw::payroll solutions::United Kingdom; pros-kw::umbrella company::United Kingdom
twjaccounts,https://www.linkedin.com/company/twjaccounts,TWJ Partnership LLP,twjac.com,http://www.twjac.com,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,12,Accounting,PARTNERSHIP,2002,Sale,Manchester,GB,chartered accountant; chartered accountants; accountants,-,aiark-lookalike; pros-ind::Accounting::United Kingdom; pros-kw::accountancy practice::United Kingdom; pros-kw::chartered accountants::United Kingdom
tamsons-accounting-&-tax-consultancy-limited,https://www.linkedin.com/company/tamsons-accounting-&-tax-consultancy-limited,Tamsons Accountants (Bromley),-,-,accountancy-practice-payroll,high,boutique-mid-11-200,11-50,12,Accounting,Private,-,Orpington,England,GB,payroll services,-,pros-ind::Accounting::United Kingdom; pros-kw::payroll services::United Kingdom
tax-advice-network,https://www.linkedin.com/company/tax-advice-network,Tax Advice Network,taxandaccounts.uk,https://taxadvicenetwork.co.uk,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,12,Accounting,Private,-,London,England,GB,accountants; accountancy; tax advisers; tax adviser; accountancy firm,-,pros-ind::Accounting::United Kingdom; pros-kw::chartered accountants::United Kingdom
taxologyuk,https://www.linkedin.com/company/taxologyuk,Taxology,-,https://taxology.co,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,12,Accounting,Private,-,Birmingham,England,GB,accountants; accounting services,-,pros-ind::Accounting::United Kingdom
tayabali-&-white,https://www.linkedin.com/company/tayabali-&-white,Tayabali & White,tayabali-white.co.uk,https://tayabali-white.co.uk,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,12,Accounting,Private,-,Cambridge,England,GB,chartered accountants; accountants,-,pros-ind::Accounting::United Kingdom; pros-kw::accountancy practice::United Kingdom; pros-kw::chartered accountants::United Kingdom
the-blue-skies-partnership,https://www.linkedin.com/company/the-blue-skies-partnership,The Blue Skies Partnership,blue-skies.tv,https://blue-skies.tv,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,12,Accounting,Private,-,Sandy,England,GB,accountants; bookkeeping,-,pros-ind::Accounting::United Kingdom; pros-kw::payroll::United Kingdom
the-leinster-partnership,https://www.linkedin.com/company/the-leinster-partnership,The Leinster Partnership,leinsterptnrs.ie,https://leinsterptnrs.ie,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,12,Accounting,Private,-,-,-,IE,accountants; accountancy; bookkeeping,-,discolike::ireland; pros-ind::Accounting::Ireland; pros-kw::bookkeeping::Ireland; pros-kw::chartered accountants::Ireland; pros-kw::payroll services::Ireland; pros-kw::payroll::Ireland
the-lowtax-group,https://www.linkedin.com/company/the-lowtax-group,The LowTax Group,lowtax.co.uk,http://www.lowtax.co.uk,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,12,Accounting,PRIVATELY_HELD,1987,Billericay,Essex,GB,accountants; tax advisers,-,aiark-lookalike; pros-ind::Accounting::United Kingdom
the-shepherd-partnership-limited,https://www.linkedin.com/company/the-shepherd-partnership-limited,The Shepherd Partnership Limited,shepherdpartnership.com,https://shepherdpartnership.com,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,12,Accounting,Private,-,Skipton,England,GB,accountants,-,pros-ind::Accounting::United Kingdom; pros-kw::bookkeeping::United Kingdom; pros-kw::chartered accountants::United Kingdom; pros-kw::payroll outsourcing::United Kingdom
thompsons-accountants-&-advisors-ltd,https://www.linkedin.com/company/thompsons-accountants-&-advisors-ltd,Thompsons Accountancy Services Limited,thompsonsaccountancy.co.uk,https://thompsonsaccountancy.co.uk,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,12,Accounting,Private,-,Bedford,England,GB,accountants; accountancy; accountancy services,-,pros-ind::Accounting::United Kingdom; pros-kw::payroll services::United Kingdom
toppings-forensic-accountants,https://www.linkedin.com/company/toppings-forensic-accountants,Toppings Forensic Accountants,-,https://toppings.co.uk,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,12,Accounting,Private,-,Manchester,England,GB,accountants,-,pros-ind::Accounting::United Kingdom
total-accounting,https://www.linkedin.com/company/total-accounting,Total Accounting,totalaccounting.co.uk,https://totalaccounting.co.uk,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,12,Accounting,Privately Held,2004,Paisley,Scotland,GB,accountancy; accountancy firm,-,aiark-lookalike; ind::Accounting::GB; pros-ind::Accounting::United Kingdom
tungsten-corporate-solutions,https://www.linkedin.com/company/tungsten-corporate-solutions,Tungsten Corporate Solutions,tungstencs.co.uk,https://tungstencorporatesolutions.co.uk,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,12,Business Consulting and Services,Private,-,-,-,GB,accountancy,-,pros-ind::Business Consulting and Services::United Kingdom; pros-kw::accountancy practice::United Kingdom; pros-kw::bookkeeping::United Kingdom; pros-kw::payroll services::United Kingdom; pros-kw::payroll::United Kingdom
uk-landlord-tax,https://www.linkedin.com/company/uk-landlord-tax,UK Landlord Tax,uklandlordtax.co.uk,https://uklandlordtax.co.uk/contact,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,12,Accounting,Privately Held,2010,Wolverhampton,England,GB,accountants,-,ind::Accounting::GB; pros-ind::Accounting::United Kingdom
vibrant-accountancy,https://www.linkedin.com/company/vibrant-accountancy,Vibrant Accountancy,vibrantaccountancy.co.uk,https://vibrantaccountancy.co.uk,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,12,Accounting,Private,-,Derby,England,GB,chartered accountants; accountants; accountancy,-,pros-ind::Accounting::United Kingdom; pros-kw::bookkeeping::United Kingdom; pros-kw::chartered accountants::United Kingdom; pros-kw::payroll services::United Kingdom; pros-kw::payroll::United Kingdom
walker-&-sutcliffe,https://www.linkedin.com/company/walker-&-sutcliffe,Walker & Sutcliffe,walker-sutcliffe.co.uk,http://www.walker-sutcliffe.co.uk,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,12,Accounting,PARTNERSHIP,1975,Huddersfield,-,GB,chartered accountants; accountants,-,aiark-lookalike; pros-ind::Accounting::United Kingdom; pros-kw::accountancy practice::United Kingdom; pros-kw::auto enrolment::United Kingdom; pros-kw::chartered accountants::United Kingdom; pros-kw::payroll::United Kingdom
ward-and-co-chartered-accountants,https://www.linkedin.com/company/ward-and-co-chartered-accountants,Ward and Co Chartered Accountants,wardandcoaccountants.co.uk,https://wardandcoaccountants.co.uk,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,12,Accounting,Private,-,-,England,GB,chartered accountants; accountants,-,pros-ind::Accounting::United Kingdom; pros-kw::bookkeeping::United Kingdom; pros-kw::payroll services::United Kingdom; pros-kw::payroll::United Kingdom
whitehtraining,https://www.linkedin.com/company/whitehtraining,White Horse Training,whitehorsetraining.co.uk,http://www.whitehorsetraining.co.uk,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,12,Professional Training And Coaching,PRIVATELY_HELD,-,Bath,England,GB,accountancy,-,aiark-lookalike; pros-kw::accountancy practice::United Kingdom; pros-kw::chartered accountants::United Kingdom; pros-kw::payroll::United Kingdom
whiteside-cullinan,https://www.linkedin.com/company/whiteside-cullinan,"Whiteside Cullinan, Chartered Accountants",whiteside.ie,https://www.whiteside.ie,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,12,Accounting,Partnership,1921,Dublin 4,Dublin,IE,chartered accountants; accountants; accountancy; bookkeeping; accountancy firm,-,ind::Accounting::IE; pros-ind::Accounting::Ireland; pros-kw::chartered accountants::Ireland
whitethorn-retail,https://www.linkedin.com/company/whitethorn-retail,Whitethorn Retail,whitethorn.ie,https://whitethornretail.com,accountancy-practice-payroll,high,boutique-mid-11-200,11-50,12,General Retail,Private,-,Loughrea,Co Galway,IE,payroll bureau,-,pros-kw::accountancy practice::Ireland; pros-kw::bookkeeping::Ireland; pros-kw::outsourced payroll::Ireland; pros-kw::payroll bureau::Ireland; pros-kw::payroll services::Ireland; pros-kw::payroll::Ireland
bwm-partners-formerly-wills-bingley-chartered-accountants,https://www.linkedin.com/company/bwm-partners-formerly-wills-bingley-chartered-accountants,Wills Bingley Chartered Accountants,bwmpartners.co.uk,https://bwmpartners.co.uk,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,12,Accounting,Private,-,St Austell,England,GB,chartered accountants; accountants,-,pros-ind::Accounting::United Kingdom; pros-kw::chartered accountants::United Kingdom; pros-kw::payroll::United Kingdom
ypikgroup,https://www.linkedin.com/company/ypikgroup,Ypik Group,-,https://ypikgroup.co.uk,accountancy-practice-payroll,high,boutique-mid-11-200,11-50,12,Business Consulting and Services,Private,-,London,England,GB,payroll processing,-,pros-ind::Business Consulting and Services::United Kingdom; pros-kw::bookkeeping::United Kingdom
zenith-advisory-solutions,https://www.linkedin.com/company/zenith-advisory-solutions,Zenith Advisory,sbpk.co.uk,https://zenithadvisory.uk,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,12,Accounting,Private,-,London,England,GB,accountants; accountancy,-,pros-ind::Accounting::United Kingdom; pros-kw::accountancy practice::United Kingdom; pros-kw::bookkeeping::United Kingdom; pros-kw::chartered accountants::United Kingdom; pros-kw::payroll outsourcing::United Kingdom; pros-kw::payroll services::United Kingdom; pros-kw::payroll::United Kingdom
the-numbercrunchers,https://www.linkedin.com/company/the-numbercrunchers,the NumberCrunchers,thenumbercrunchers.cloud,http://www.thenumbercrunchers.cloud,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,12,Accounting,PRIVATELY_HELD,2014,Cirencester,Gloucestershire,GB,accountancy practice; accountants; accountancy; bookkeeping,-,aiark-lookalike; pros-ind::Accounting::United Kingdom; pros-kw::accountancy practice::United Kingdom; pros-kw::auto enrolment::United Kingdom; pros-kw::bookkeeping::United Kingdom; pros-kw::chartered accountants::United Kingdom; pros-kw::payroll::United Kingdom
vfdnet,https://www.linkedin.com/company/vfdnet,vfdnet,vfdnet.com,https://www.vfdnet.com,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,12,Accounting,Privately Held,2003,Banbury,-,GB,accountants; bookkeeping,-,ind::Accounting::GB; pros-ind::Accounting::United Kingdom; pros-kw::bookkeeping::United Kingdom
wedo-accounting,https://www.linkedin.com/company/wedo-accounting,wedo accounting,wedoitbetter.co.uk,https://wedoitbetter.co.uk/get-more-for-less,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,12,Accounting,PRIVATELY_HELD,2014,Pinner,Middlesex,GB,accountants; accountancy,-,aiark-lookalike; pros-ind::Accounting::United Kingdom
2e-accountants-ltd,https://www.linkedin.com/company/2e-accountants-ltd,2E Accountants,2eaccountants.co.uk,https://2eaccountants.co.uk,accountancy-practice-payroll,medium,boutique-mid-11-200,11-50,11,Accounting,Private,-,London,England,GB,accountants; accounting practice,-,pros-ind::Accounting::United Kingdom
