domain,company_name,company_linkedin,website,employees,employee_range,year_founded,company_type,industry,hq_city,hq_region,hq_country,description,campaign,config_slug,sourcing_reasoning
gogcm.com,GCM,https://www.linkedin.com/company/gcm-global,https://www.gogcm.com,138,201-500,1978,Privately Held,Medical Equipment Manufacturing,Union City,California,United States,"GCM leads the medtech industry in meeting the extensive manufacturing requirements of the most challenging, tight tolerance components and assemblies in the world today.  We offer a full range of solutions from product design optimization, design for manufacturing, advanced materials selection, metrology expertise, up to full scale mass production capabilities.  We support the major OEM’s in the highly complex areas of surgical robotics, genomics, drug delivery, aerospace and others – Customers ",Exit Ready,exit-ready,"Matched Blitz industry filter 'Medical Equipment Manufacturing', US HQ, 201-5000 employees as a $100M-$1B scale proxy. Full universe at this filter per Blitz (total_results=108) — not a sample. Does NOT verify PE ownership, 3+ year hold, un-consolidated add-ons, or an active sale process; needs deal-intelligence verification per company."
biomedrx.com,"BiomedRx, Inc.",https://www.linkedin.com/company/biomedrx-inc-,https://www.biomedrx.com,4,201-500,1996,Privately Held,Medical Equipment Manufacturing,Beverly Hills,California,United States,"BiomedRx provides support services for individuals and organizations involved in the development, use and maintenance of medical devices. We offer a wide array of services to the biomedical engineering community, such as BMET certification training, factory-authorized service representation for start-up medical device manufacturers, and healthcare facility engineering and consulting services. This site is an ever-growing online resource for biomedical equipment maintenance technicians, hospitals",Exit Ready,exit-ready,"Matched Blitz industry filter 'Medical Equipment Manufacturing', US HQ, 201-5000 employees as a $100M-$1B scale proxy. Full universe at this filter per Blitz (total_results=108) — not a sample. Does NOT verify PE ownership, 3+ year hold, un-consolidated add-ons, or an active sale process; needs deal-intelligence verification per company."
onecallcm.com,One Call Care Management (formerly MSC Care Management),https://www.linkedin.com/company/msc-care-management,https://www.onecallcm.com,100,501-1000,-,Privately Held,Medical Equipment Manufacturing,-,-,United States,Visit One Call's Linkedin page here: https://www.linkedin.com/company-beta/30953/,Exit Ready,exit-ready,"Matched Blitz industry filter 'Medical Equipment Manufacturing', US HQ, 201-5000 employees as a $100M-$1B scale proxy. Full universe at this filter per Blitz (total_results=108) — not a sample. Does NOT verify PE ownership, 3+ year hold, un-consolidated add-ons, or an active sale process; needs deal-intelligence verification per company."
ventionmedical.com,TDC Medical: A Vention Medical Company,https://www.linkedin.com/company/tdc-medical-a-vention-medical-company,https://www.ventionmedical.com,24,501-1000,-,Privately Held,Medical Equipment Manufacturing,Marlborough,Massachusetts,United States,The acquisition of Vention Medical Advanced Technologies by the Nordson MEDICAL division of Nordson Corporation was completed in April 2017.  This profile is no longer active. Please follow the Nordson MEDICAL profile for future updates.,Exit Ready,exit-ready,"Matched Blitz industry filter 'Medical Equipment Manufacturing', US HQ, 201-5000 employees as a $100M-$1B scale proxy. Full universe at this filter per Blitz (total_results=108) — not a sample. Does NOT verify PE ownership, 3+ year hold, un-consolidated add-ons, or an active sale process; needs deal-intelligence verification per company."
phoenixltc.com,Phoenix LTC,https://www.linkedin.com/company/phoenix-ltc,https://phoenixltc.com,8,201-500,2010,Privately Held,Medical Equipment Manufacturing,Phoenix,Arizona,United States,"Phoenix LTC is committed to providing innovative, cost-effective, durable, and fit-for-purpose medication management solutions that improve the overall patient and healthcare professional medication experience. Our medication management solutions serve many different markets — from skilled nursing to independent living.  Today’s healthcare environment has fewer resources and greater demands than ever before. Facilities deal with long task lists to complete while striving to provide the best pati",Exit Ready,exit-ready,"Matched Blitz industry filter 'Medical Equipment Manufacturing', US HQ, 201-5000 employees as a $100M-$1B scale proxy. Full universe at this filter per Blitz (total_results=108) — not a sample. Does NOT verify PE ownership, 3+ year hold, un-consolidated add-ons, or an active sale process; needs deal-intelligence verification per company."
microgroup.com,"MicroGroup, is part of TE Connectivity",https://www.linkedin.com/company/microgroup,https://www.microgroup.com,76,201-500,1971,Privately Held,Medical Equipment Manufacturing,Medway,Massachusetts,United States,"MicroGroup, Inc.  is recognized as a leading supplier of precision manufacturing services.  We provide full-service support for all projects, from cut-to-order tubing to highly complex, precision-machined components and assemblies.
 
 MicroGroup is quality focused, delivering on the stringent demands and protocols of the medical field and leveraging broad experience across numerous medical device segments, including:
 -Arthroscopy
 -Biopsy/oncology
 -Cardiovascular
 -Cosmetic surgery
 -ENT
 -End",Exit Ready,exit-ready,"Matched Blitz industry filter 'Medical Equipment Manufacturing', US HQ, 201-5000 employees as a $100M-$1B scale proxy. Full universe at this filter per Blitz (total_results=108) — not a sample. Does NOT verify PE ownership, 3+ year hold, un-consolidated add-ons, or an active sale process; needs deal-intelligence verification per company."
cornermedical.com,Corner Home Medical,https://www.linkedin.com/company/corner-home-medical,https://www.cornermedical.com,142,201-500,1995,Privately Held,Medical Equipment Manufacturing,New Hope,Minnesota,United States,"Corner Home Medical is a merger of two strong family-owned companies, combined in 2016 to serve you better!  We provide home medical equipment to patients and their families. Our company’s mission is to support patients and clients with ethical, “right-timed” services and products delivered in exemplary ways to improve health.   We're a full-line DME (Durable Medical Equipment) company, offering the most up-to-date products and equipment for either purchase or for rent.    One of Corner Medical’",Exit Ready,exit-ready,"Matched Blitz industry filter 'Medical Equipment Manufacturing', US HQ, 201-5000 employees as a $100M-$1B scale proxy. Full universe at this filter per Blitz (total_results=108) — not a sample. Does NOT verify PE ownership, 3+ year hold, un-consolidated add-ons, or an active sale process; needs deal-intelligence verification per company."
trelleborg.com,Specialty Silicone Fabricators,https://www.linkedin.com/company/specialty-silicone-fabricators,https://www.trelleborg.com/en/healthcare,61,201-500,1982,Privately Held,Medical Equipment Manufacturing,Tustin,California,United States,"Trelleborg Sealing Solutions, formerly Specialty Silicone Fabricators, manufacturers high precision custom silicone components for the medical device industry.  We offer full product design and manufacturing services, from prototype and testing, to production, assembly and packaging.  - All ISO 9001:2000 and 13485:2003 certified.  Capabilities include:  • Drug eluting combination products • Rapid prototyping • Silicone extrusion • Patented Geo-Trans process • Molding and Coating • Sheeting • Clo",Exit Ready,exit-ready,"Matched Blitz industry filter 'Medical Equipment Manufacturing', US HQ, 201-5000 employees as a $100M-$1B scale proxy. Full universe at this filter per Blitz (total_results=108) — not a sample. Does NOT verify PE ownership, 3+ year hold, un-consolidated add-ons, or an active sale process; needs deal-intelligence verification per company."
sutumed.us,Sutumed,https://www.linkedin.com/company/sutumed,https://www.sutumed.us,13,201-500,1959,Public Company,Medical Equipment Manufacturing,Fort Myers,Florida,United States,Medical device manufacturer that believes in quality and customer satisfaction. We are committed to providing our customers with cost-effective and reliable products. We use the best materials and components to ensure our products are long-lasting and durable.,Exit Ready,exit-ready,"Matched Blitz industry filter 'Medical Equipment Manufacturing', US HQ, 201-5000 employees as a $100M-$1B scale proxy. Full universe at this filter per Blitz (total_results=108) — not a sample. Does NOT verify PE ownership, 3+ year hold, un-consolidated add-ons, or an active sale process; needs deal-intelligence verification per company."
drgemhealthcare.com,DRGEM America,https://www.linkedin.com/company/drgem-america,https://www.drgemhealthcare.com,5,201-500,2003,Public Company,Medical Equipment Manufacturing,Farmers Branch,Texas,United States,"DRGEM America is the U.S. branch of DRGEM Corporation, a global leader in diagnostic radiography technology. Serving the North American healthcare market, DRGEM America delivers advanced digital radiography systems and high-frequency X-ray generators with FDA, CE, CSA, and USTC certifications for exceptional quality and safety.  Our commitment to high image quality at low doses, along with our reliable and responsive service, drives us to support healthcare providers in delivering better patient",Exit Ready,exit-ready,"Matched Blitz industry filter 'Medical Equipment Manufacturing', US HQ, 201-5000 employees as a $100M-$1B scale proxy. Full universe at this filter per Blitz (total_results=108) — not a sample. Does NOT verify PE ownership, 3+ year hold, un-consolidated add-ons, or an active sale process; needs deal-intelligence verification per company."
steris.com,Steris Gateway,https://www.linkedin.com/company/sterisgateway,https://gateway.steris.com,-,1001-5000,-,Public Company,Medical Equipment Manufacturing,Mentor,Ohio,United States,STERIS Gateway gateway.steris.com,Exit Ready,exit-ready,"Matched Blitz industry filter 'Medical Equipment Manufacturing', US HQ, 201-5000 employees as a $100M-$1B scale proxy. Full universe at this filter per Blitz (total_results=108) — not a sample. Does NOT verify PE ownership, 3+ year hold, un-consolidated add-ons, or an active sale process; needs deal-intelligence verification per company."
pdsoptical.com,PDS Optical,https://www.linkedin.com/company/pds-optical,https://www.pdsoptical.com,113,501-1000,-,Privately Held,Medical Equipment Manufacturing,Louisville,Kentucky,United States,"PDS Optical has been a wholesale provider of optical goods to the Veterans Administration for over 20 years.  PDS is a Service Disabled Veteran Owned Small Business (SDVOSB).  PDS is proud to recognize the dignity of our US Veterans for service to our country by providing them with high quality eyewear through the Veterans Administration Hospitals.  As a SDVOSB, it is important to us that we manufacture all prescription eyewear in the United States.  With local labs in Louisville, KY and Ft. Lau",Exit Ready,exit-ready,"Matched Blitz industry filter 'Medical Equipment Manufacturing', US HQ, 201-5000 employees as a $100M-$1B scale proxy. Full universe at this filter per Blitz (total_results=108) — not a sample. Does NOT verify PE ownership, 3+ year hold, un-consolidated add-ons, or an active sale process; needs deal-intelligence verification per company."
cnc-group.org,The CNC Group - North America,https://www.linkedin.com/company/the-cnc-group-north-america,https://cnc-group.org,4,201-500,2002,Partnership,Medical Equipment Manufacturing,Hutto,Texas,United States,CNC Group is an alliance of dental laboratories located in the United States and Canada. Our goal since the beginning has been to unite dental laboratories through our combining power and influence.,Exit Ready,exit-ready,"Matched Blitz industry filter 'Medical Equipment Manufacturing', US HQ, 201-5000 employees as a $100M-$1B scale proxy. Full universe at this filter per Blitz (total_results=108) — not a sample. Does NOT verify PE ownership, 3+ year hold, un-consolidated add-ons, or an active sale process; needs deal-intelligence verification per company."
arrowheaddental.com,Arrowhead Dental Laboratory,https://www.linkedin.com/company/arrowhead-dental-lab,https://www.arrowheaddental.com,104,201-500,1975,Privately Held,Medical Equipment Manufacturing,Sandy,Utah,United States,"Arrowhead Dental Laboratory is known the world over for its unsurpassed quality and artistry in the fabrication of dental restorations. Our master technicians have taken the art of dentistry to new heights, and continue to innovate at the highest level in the industry. We are capable of advising on and meeting the most demanding requirements of full-arch or full-mouth reconstruction. The 240+ employees at Arrowhead represent a body of knowledge and expertise that is unmatched in the dental indus",Exit Ready,exit-ready,"Matched Blitz industry filter 'Medical Equipment Manufacturing', US HQ, 201-5000 employees as a $100M-$1B scale proxy. Full universe at this filter per Blitz (total_results=108) — not a sample. Does NOT verify PE ownership, 3+ year hold, un-consolidated add-ons, or an active sale process; needs deal-intelligence verification per company."
novelcath.com,NovelCath A Cirtec Company,https://www.linkedin.com/company/novelcath,https://www.novelcath.com,35,501-1000,-,Privately Held,Medical Equipment Manufacturing,Minneapolis,Minnesota,United States,"NovelCath is now part of Cirtec Medical!  On December 17, 2020, NovelCath was acquired by Cirtec Medical, a strategic outsourcing partner for complex medical devices. This acquisition further strengthens Cirtec’s Interventional Device business which includes design and development, vertical integration of components, and full-device-assembly for both implantable devices and complex delivery systems. Together, we will continue to expand our innovative design and manufacturing services to help sol",Exit Ready,exit-ready,"Matched Blitz industry filter 'Medical Equipment Manufacturing', US HQ, 201-5000 employees as a $100M-$1B scale proxy. Full universe at this filter per Blitz (total_results=108) — not a sample. Does NOT verify PE ownership, 3+ year hold, un-consolidated add-ons, or an active sale process; needs deal-intelligence verification per company."
tri-anim.com,Tri-anim,https://www.linkedin.com/company/tri-anim,-,30,201-500,-,Privately Held,Medical Equipment Manufacturing,-,-,United States,-,Exit Ready,exit-ready,"Matched Blitz industry filter 'Medical Equipment Manufacturing', US HQ, 201-5000 employees as a $100M-$1B scale proxy. Full universe at this filter per Blitz (total_results=108) — not a sample. Does NOT verify PE ownership, 3+ year hold, un-consolidated add-ons, or an active sale process; needs deal-intelligence verification per company."
ourunited.com,OUR United,https://www.linkedin.com/company/our-united,https://www.ourunited.com,4,201-500,-,Privately Held,Medical Equipment Manufacturing,-,-,United States,"OUR UNITED CORPORATION (OUR United), a global leader in intelligent radiosurgery solutions and the pioneer of integrated X/ray radiotherapy technology and equipment, is dedicated to building the next generation of intelligent radiosurgery systems. Through technological innovation, we empower life and health, achieving the sustainable advancement of non-invasive medicine that balances technological accessibility with the dignity of life.",Exit Ready,exit-ready,"Matched Blitz industry filter 'Medical Equipment Manufacturing', US HQ, 201-5000 employees as a $100M-$1B scale proxy. Full universe at this filter per Blitz (total_results=108) — not a sample. Does NOT verify PE ownership, 3+ year hold, un-consolidated add-ons, or an active sale process; needs deal-intelligence verification per company."
rcai.com,RCAI - Restorative Care of America,https://www.linkedin.com/company/restorative-care-of-america,https://www.rcai.com,15,201-500,-,Privately Held,Medical Equipment Manufacturing,Saint Petersburg,Florida,United States,"Specialty orthotics made in the U.S.A. in St. Petersburg, FL. As a small business yet with a national reach, we utilize quality materials in our hand-made products.",Exit Ready,exit-ready,"Matched Blitz industry filter 'Medical Equipment Manufacturing', US HQ, 201-5000 employees as a $100M-$1B scale proxy. Full universe at this filter per Blitz (total_results=108) — not a sample. Does NOT verify PE ownership, 3+ year hold, un-consolidated add-ons, or an active sale process; needs deal-intelligence verification per company."
mediflex.com,Mediflex Se Asia,https://www.linkedin.com/company/mediflex-surgical-products-southeast-asia,https://www.mediflex.com,-,201-500,1969,Privately Held,Medical Equipment Manufacturing,Islandia,New York,United States,"Mediflex Surgical, New York,USA Leader in design, USA manufactured surgical products & distribution of innovative surgical devices. Laparoscopes, Laparoscopic Holding & Positioning devices, Table-mounted Retraction system and instruments for Laparoscopic, Lap-Bariatric & Lap-Robotic surgeries. Ensures Efficient Workflow Cost Containment & Improved Surgical outcomes.",Exit Ready,exit-ready,"Matched Blitz industry filter 'Medical Equipment Manufacturing', US HQ, 201-5000 employees as a $100M-$1B scale proxy. Full universe at this filter per Blitz (total_results=108) — not a sample. Does NOT verify PE ownership, 3+ year hold, un-consolidated add-ons, or an active sale process; needs deal-intelligence verification per company."
selenis-selcare.com,Selcare,https://www.linkedin.com/company/selcare,https://www.selenis-selcare.com,2,501-1000,-,Privately Held,Medical Equipment Manufacturing,-,-,United States,"Selcare provides high performing medical grade plastics and a wide range of supporting services to the healthcare industry. Selcare is a brand of Selenis, producer of specialty resins for a diverse range of medical applications that has been present in the polymers market since 1959. Selenis aspires to improve patient safety with solutions specifically developed for the medical value chain.",Exit Ready,exit-ready,"Matched Blitz industry filter 'Medical Equipment Manufacturing', US HQ, 201-5000 employees as a $100M-$1B scale proxy. Full universe at this filter per Blitz (total_results=108) — not a sample. Does NOT verify PE ownership, 3+ year hold, un-consolidated add-ons, or an active sale process; needs deal-intelligence verification per company."
cholestech.com,Cholestech,https://www.linkedin.com/company/cholestech,https://www.cholestech.com/products/index.htm,61,201-500,-,Public Company,Medical Equipment Manufacturing,-,-,United States,"At Cholestech Corporation we're in the business of making things better - not just for healthcare professionals but also for people around the world. Our industry leading Cholestech LDX® and Cholestech GDX™ Systems provide accurate, affordable diagnostic testing for cholesterol and related lipids, blood glucose and glycemic control, inflammation and liver enzymes - all at the point of care and all in about 5 minutes.",Exit Ready,exit-ready,"Matched Blitz industry filter 'Medical Equipment Manufacturing', US HQ, 201-5000 employees as a $100M-$1B scale proxy. Full universe at this filter per Blitz (total_results=108) — not a sample. Does NOT verify PE ownership, 3+ year hold, un-consolidated add-ons, or an active sale process; needs deal-intelligence verification per company."
teradek.com,Teradek Medical,https://www.linkedin.com/company/teradek-medical,https://www.medical.teradek.com,-,201-500,2004,Public Company,Medical Equipment Manufacturing,Irvine,California,United States,"Teradek medical products utilize Amimon's unique, award-winning wireless video technology. With more then installations within medical Endoscopy, in-light camera, and C-arm solutions our wireless technology is a trusted and proven replacement to a cumbersome and expensive wired connection. Teradek medical products can easily be interfaced, integrated or embedded into visualization systems to add wireless video capability, and improve their functionality.",Exit Ready,exit-ready,"Matched Blitz industry filter 'Medical Equipment Manufacturing', US HQ, 201-5000 employees as a $100M-$1B scale proxy. Full universe at this filter per Blitz (total_results=108) — not a sample. Does NOT verify PE ownership, 3+ year hold, un-consolidated add-ons, or an active sale process; needs deal-intelligence verification per company."
coisalud.com,Centro Oncológico Internacional CDMX,https://www.linkedin.com/company/centro-oncol%c3%b3gico-internacional-cdmx,https://coisalud.com,4,501-1000,-,Sole Proprietorship,Medical Equipment Manufacturing,-,-,United States,-,Exit Ready,exit-ready,"Matched Blitz industry filter 'Medical Equipment Manufacturing', US HQ, 201-5000 employees as a $100M-$1B scale proxy. Full universe at this filter per Blitz (total_results=108) — not a sample. Does NOT verify PE ownership, 3+ year hold, un-consolidated add-ons, or an active sale process; needs deal-intelligence verification per company."
fgxpress.com,FGXpress™,https://www.linkedin.com/company/fgxpress,https://ericfg.fgxpress.com,71,501-1000,2004,Public Company,Medical Equipment Manufacturing,-,-,United States,"FGXpress™ is starting it’s launch phase in year 2014 and it already has Distributors and/or customers in 166 countries.
 
 FGXpress™ is backed up by ForeverGreen™ International, a health and wellness company founded in 2004, with headquarters in the state of Utah, USA and local offices in several countries around the world. ForeverGreen™ is publicly traded under the symbol FVRG.",Exit Ready,exit-ready,"Matched Blitz industry filter 'Medical Equipment Manufacturing', US HQ, 201-5000 employees as a $100M-$1B scale proxy. Full universe at this filter per Blitz (total_results=108) — not a sample. Does NOT verify PE ownership, 3+ year hold, un-consolidated add-ons, or an active sale process; needs deal-intelligence verification per company."
pmultrasound.com,Precision Medical Ultrasound,https://www.linkedin.com/company/precision-medical-ultrasound,https://www.pmultrasound.com,6,501-1000,-,Sole Proprietorship,Medical Equipment Manufacturing,-,-,United States,Medical Imaging Ultrasound Service,Exit Ready,exit-ready,"Matched Blitz industry filter 'Medical Equipment Manufacturing', US HQ, 201-5000 employees as a $100M-$1B scale proxy. Full universe at this filter per Blitz (total_results=108) — not a sample. Does NOT verify PE ownership, 3+ year hold, un-consolidated add-ons, or an active sale process; needs deal-intelligence verification per company."
hospimedentech.com.cn,"Densym Medical Technology And Manufacturing Co., Ltd",https://www.linkedin.com/company/foshan-densym-medical-technolgy-and-manufacturing-co-ltd,https://www.hospimedentech.com.cn,1,201-500,2008,Partnership,Medical Equipment Manufacturing,-,-,United States,"activate innovation for healthy future DENSYM Medical is a high-tech enterprise in China, specialized in independent research, design, development, engineering, production and export of professional dental products, such as dental treatment chair unit, dental delivery system, oil-free air compressor, scaler, etc. Quality is our sinews to grow and core responsibility to satisfy customers' needs, as we have been manufacturer with history of more than eight years. In addition to first-class product",Exit Ready,exit-ready,"Matched Blitz industry filter 'Medical Equipment Manufacturing', US HQ, 201-5000 employees as a $100M-$1B scale proxy. Full universe at this filter per Blitz (total_results=108) — not a sample. Does NOT verify PE ownership, 3+ year hold, un-consolidated add-ons, or an active sale process; needs deal-intelligence verification per company."
brunovisioncare.com,Bruno Vision Care,https://www.linkedin.com/company/brunovisioncare,https://www.brunovisioncare.com,2,201-500,2020,Privately Held,Medical Equipment Manufacturing,Boca Raton,Florida,United States,"Bruno Vision Care LLC is a pioneering leader in vision health technology, transforming the lives and lifestyles of our patients.  Established in 2019 as a subsidiary of Bruno Farmaceutici, Italy’s third-largest pharmaceutical company, we are rooted in their excellence as a vanguard for patient care in diabetes, pain management, and vision health and wellness. Our leadership team brings over 200 years of combined passion and experience in advancing vision science with a commitment to clinical res",Exit Ready,exit-ready,"Matched Blitz industry filter 'Medical Equipment Manufacturing', US HQ, 201-5000 employees as a $100M-$1B scale proxy. Full universe at this filter per Blitz (total_results=108) — not a sample. Does NOT verify PE ownership, 3+ year hold, un-consolidated add-ons, or an active sale process; needs deal-intelligence verification per company."
vividimaging.com,VIVID IMAGING(acquired),https://www.linkedin.com/company/vivid-imaging,https://www.seacrown.cn/en.html,4,201-500,1994,Privately Held,Medical Equipment Manufacturing,Newport News,Virginia,United States,"VIVID IMAGING Technologies is an ISO certified company specializing in the development, manufacturing and distribution of diagnostic medical devices and disposable accessories. Our products are available globally through exclusive distributors. VIVID IMAGING Technologies also offers exclusive customized Channel Partner solutions to RX contrast media and diagnostic imaging systems manufacturers for private labeled or branding of its Zenith Series contrast injectors and high pressure syringes.",Exit Ready,exit-ready,"Matched Blitz industry filter 'Medical Equipment Manufacturing', US HQ, 201-5000 employees as a $100M-$1B scale proxy. Full universe at this filter per Blitz (total_results=108) — not a sample. Does NOT verify PE ownership, 3+ year hold, un-consolidated add-ons, or an active sale process; needs deal-intelligence verification per company."
aurolab.com,Aurolab Americas,https://www.linkedin.com/company/aurolabamericas,https://www.aurolab.com,4,501-1000,1992,Nonprofit,Medical Equipment Manufacturing,-,-,United States,"Aurolab, based in southern part of India, is an integral part of the Aravind Eye Care System. We manufacture a wide range of high quality ophthalmic consumables such as Intraocular Lenses, Surgical sutures, Pharmaceutical products, Surgical blades and Equipments. Though its primary focus is on ophthalmic segment,  we are diversifying into related health care areas where its existing capabilities can be leveraged, such as cardiovasular sutures, microsurgical hand sutures, antiseptics and disinfec",Exit Ready,exit-ready,"Matched Blitz industry filter 'Medical Equipment Manufacturing', US HQ, 201-5000 employees as a $100M-$1B scale proxy. Full universe at this filter per Blitz (total_results=108) — not a sample. Does NOT verify PE ownership, 3+ year hold, un-consolidated add-ons, or an active sale process; needs deal-intelligence verification per company."
zybio.com,Zybio Middle East,https://www.linkedin.com/company/zybio-middle-east,https://www.zybio.com,-,1001-5000,2008,Self-Owned,Medical Equipment Manufacturing,-,-,United States,"Zybio is a leading Chinese developer, manufacturer dedicated in diagnostic reagents and equipment.",Exit Ready,exit-ready,"Matched Blitz industry filter 'Medical Equipment Manufacturing', US HQ, 201-5000 employees as a $100M-$1B scale proxy. Full universe at this filter per Blitz (total_results=108) — not a sample. Does NOT verify PE ownership, 3+ year hold, un-consolidated add-ons, or an active sale process; needs deal-intelligence verification per company."
globalhealthcare.site,Global Health Care India,https://www.linkedin.com/company/global-health-care-india,https://www.globalhealthcare.site,6,201-500,-,Public Company,Medical Equipment Manufacturing,-,-,United States,"Global Health Care International Enterprise is a leading player in the global healthcare industry, dedicated to improving access to quality healthcare solutions worldwide. We leverage cutting-edge technology, innovation, and a commitment to excellence to drive positive change in the healthcare landscape.",Exit Ready,exit-ready,"Matched Blitz industry filter 'Medical Equipment Manufacturing', US HQ, 201-5000 employees as a $100M-$1B scale proxy. Full universe at this filter per Blitz (total_results=108) — not a sample. Does NOT verify PE ownership, 3+ year hold, un-consolidated add-ons, or an active sale process; needs deal-intelligence verification per company."
osiosi.com,"Orthopedic Systems, Inc.",https://www.linkedin.com/company/orthopedic-systems-inc.,-,12,201-500,-,Privately Held,Medical Equipment Manufacturing,-,-,United States,-,Exit Ready,exit-ready,"Matched Blitz industry filter 'Medical Equipment Manufacturing', US HQ, 201-5000 employees as a $100M-$1B scale proxy. Full universe at this filter per Blitz (total_results=108) — not a sample. Does NOT verify PE ownership, 3+ year hold, un-consolidated add-ons, or an active sale process; needs deal-intelligence verification per company."
esmar-ug.com,ESMAR United Groupe,https://www.linkedin.com/company/esmar-united-groupe,https://www.esmar-ug.com,5,201-500,-,Public Company,Medical Equipment Manufacturing,-,-,United States,-,Exit Ready,exit-ready,"Matched Blitz industry filter 'Medical Equipment Manufacturing', US HQ, 201-5000 employees as a $100M-$1B scale proxy. Full universe at this filter per Blitz (total_results=108) — not a sample. Does NOT verify PE ownership, 3+ year hold, un-consolidated add-ons, or an active sale process; needs deal-intelligence verification per company."
medivacsurgical.com,Medivac Surgical Private Limited,https://www.linkedin.com/company/medivac-surgical-private-limited,https://www.medivacsurgical.com,9,501-1000,-,Privately Held,Medical Equipment Manufacturing,-,-,United States,-,Exit Ready,exit-ready,"Matched Blitz industry filter 'Medical Equipment Manufacturing', US HQ, 201-5000 employees as a $100M-$1B scale proxy. Full universe at this filter per Blitz (total_results=108) — not a sample. Does NOT verify PE ownership, 3+ year hold, un-consolidated add-ons, or an active sale process; needs deal-intelligence verification per company."
vocic.us,MATESIDE GLOBAL US INC.,https://www.linkedin.com/company/mateside-global-us-inc,https://vocic.us,9,501-1000,2013,Privately Held,Medical Equipment Manufacturing,Ontario,California,United States,"Founded in 2013, Mateside Global US Inc. is a leading supplier of home medical equipment. Headquartered in Ontario, California, we're known for pioneering rehabilitation medical devices and nursing equipment for diverse healthcare environments. With over a decade of expertise, we have garnered a reputation for delivering reliable, practical, and budget-friendly mobility and home medical care solutions.",Exit Ready,exit-ready,"Matched Blitz industry filter 'Medical Equipment Manufacturing', US HQ, 201-5000 employees as a $100M-$1B scale proxy. Full universe at this filter per Blitz (total_results=108) — not a sample. Does NOT verify PE ownership, 3+ year hold, un-consolidated add-ons, or an active sale process; needs deal-intelligence verification per company."
genskey.com,GensKey,https://www.linkedin.com/company/genskey,https://en.genskey.com,2,201-500,-,Privately Held,Medical Equipment Manufacturing,-,-,United States,"GensKey is a company specializing in delivering comprehensive, integrated solutions for standardized precision molecular diagnostics utilizing NGS. By integrating the whole process of closed-loop services including reagents, instruments, software and related applications, we assist healthcare organizations in building the capability of precise diagnostic, especially for pathogenic molecular detection and emerging pathogen surveillance.",Exit Ready,exit-ready,"Matched Blitz industry filter 'Medical Equipment Manufacturing', US HQ, 201-5000 employees as a $100M-$1B scale proxy. Full universe at this filter per Blitz (total_results=108) — not a sample. Does NOT verify PE ownership, 3+ year hold, un-consolidated add-ons, or an active sale process; needs deal-intelligence verification per company."
pro-larva.com,Pro-Larva,https://www.linkedin.com/company/pro-larva,https://www.pro-larva.com,-,201-500,-,Public Company,Medical Equipment Manufacturing,-,-,United States,"α-virion™ is our proprietary anti pathogenic nanotechnology (patent pending: GB 2016813.4, 22 October 2020) which is incorporated into the anti-viral copper layer of Pro-Larva. It is based on research by Dr Gareth Cave, founder of Pharm2Farm and Principal Lecturer at Nottingham Trent University’s School of Science and Technology. Copper is known to kill coronaviruses. The copper nanoparticles create a larger surface area and have been independently tested to ensure they remain within the mask fo",Exit Ready,exit-ready,"Matched Blitz industry filter 'Medical Equipment Manufacturing', US HQ, 201-5000 employees as a $100M-$1B scale proxy. Full universe at this filter per Blitz (total_results=108) — not a sample. Does NOT verify PE ownership, 3+ year hold, un-consolidated add-ons, or an active sale process; needs deal-intelligence verification per company."
fmxi.net,"Future Matrix Interventional, Inc.",https://www.linkedin.com/company/future-matrix-interventional-inc.,https://fmxi.net,7,201-500,-,-,Medical Equipment Manufacturing,Athens,Texas,United States,-,Exit Ready,exit-ready,"Matched Blitz industry filter 'Medical Equipment Manufacturing', US HQ, 201-5000 employees as a $100M-$1B scale proxy. Full universe at this filter per Blitz (total_results=108) — not a sample. Does NOT verify PE ownership, 3+ year hold, un-consolidated add-ons, or an active sale process; needs deal-intelligence verification per company."
ingenuityd.com,Ingenuity Diagnostics Inc.,https://www.linkedin.com/company/ingenuity-diagnostics-inc,https://www.ingenuityd.com,1,201-500,-,Privately Held,Medical Equipment Manufacturing,Fremont,California,United States,"InGenuityD (www.Ingenuityd.com), a special purpose spinoff from BioGenex (www.Biogenex.com) designs, develops, manufacturers and commercializes multiple Covid-19 related diagnostic products. InGenuityD’s unique product line offer significant advantages like reduced testing turnaround time, cost, reduced need for skilled lab technicians, increased throughput, and reduced possibility of human errors. Our portfolio of products including RT-PCR direct, multiplex test for differentiation of flue and ",Exit Ready,exit-ready,"Matched Blitz industry filter 'Medical Equipment Manufacturing', US HQ, 201-5000 employees as a $100M-$1B scale proxy. Full universe at this filter per Blitz (total_results=108) — not a sample. Does NOT verify PE ownership, 3+ year hold, un-consolidated add-ons, or an active sale process; needs deal-intelligence verification per company."
