company_name,company_linkedin_tag,domain,industry,company_type,size_bucket,employees_on_linkedin,founded_year,hq_city,hq_state,hq_country,segment
Aquia,https://www.linkedin.com/company/aquiainc,aquia.us,Computer and Network Security,Privately Held,51-200,87,2021,Millsboro,Delaware,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
MUSOFT CONSULTING,https://www.linkedin.com/company/musoftconsulting,musoftconsulting.com,IT Services and IT Consulting,Privately Held,51-200,13,-,Sheridan,Wyoming,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Nubes Opus,https://www.linkedin.com/company/nubes-opus,nubesopus.com,IT Services and IT Consulting,Privately Held,51-200,43,2018,-,-,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
BrainCheck,https://www.linkedin.com/company/braincheck,braincheck.com,Software Development,Privately Held,51-200,61,2014,Austin,Texas,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
SoftDoes,https://www.linkedin.com/company/softdoes,softdoes.com,IT Services and IT Consulting,Privately Held,51-200,46,2019,Mission,Kansas,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Insights Care,https://www.linkedin.com/company/insights-care,insightscare.com,Media Production,Privately Held,51-200,27,2017,Dublin,Ohio,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Solaborate,https://www.linkedin.com/company/solaborate,solaborate.com,IT Services and IT Consulting,Public Company,201-500,135,-,Clearwater,Florida,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Radicle Health,https://www.linkedin.com/company/radiclehealth,radicle-health.com,Software Development,Privately Held,201-500,115,2021,Walnut Creek,California,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
SPMB Executive Search,https://www.linkedin.com/company/spmb-executivesearch,spmb.com,Staffing and Recruiting,Privately Held,51-200,61,1977,San Francisco,California,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
iLearningEngines,https://www.linkedin.com/company/ilearningengines,ilearningengines.com,Technology; Information and Internet,Privately Held,201-500,26,-,Bethesda,Maryland,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Genomind,https://www.linkedin.com/company/genomind,genomind.com,Hôpitaux et services de santé,Privately Held,51-200,62,-,King of Prussia,Pennsylvania,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Oqton,https://www.linkedin.com/company/oqton,oqton.com,Software Development,Public Company,51-200,89,2017,"Novi, Michigan 48374 USA",Michigan,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
JPLoft,https://www.linkedin.com/company/jploft-solutions,jploft.com,Software Development,Privately Held,51-200,108,2010,Denver,Colorado,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Klika Tech,https://www.linkedin.com/company/klika-tech,klika-tech.com,IT Services and IT Consulting,Privately Held,201-500,170,2013,North Miami Beach,Florida,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
IPT Global,https://www.linkedin.com/company/ipt-global-llc,iptglobal.com,Oil and Gas,Privately Held,51-200,103,2010,Houston,Texas,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Davis Technical College,https://www.linkedin.com/school/davistech,davistech.edu,Higher Education,Educational Institution,51-200,538,1978,Kaysville,Utah,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
PREIT,https://www.linkedin.com/company/preit,preit.com,Real Estate,Privately Held,201-500,265,1960,Philadelphia,Pennsylvania,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Gain,https://www.linkedin.com/company/gain-servicing,gainservicing.com,Financial Services,Privately Held,51-200,93,2011,Atlanta,Georgia,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Republica Havas,https://www.linkedin.com/company/republica-havas,republicahavas.com,Advertising Services,Partnership,201-500,93,2006,Miami,Florida,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
PeerIslands,https://www.linkedin.com/company/peerislands,peerislands.io,IT Services and IT Consulting,Privately Held,201-500,218,2018,Southlake,Texas,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Excel Medical,https://www.linkedin.com/company/excelmedical,excelmedical.com,Wellness and Fitness Services,Privately Held,51-200,112,2019,Charlotte,North Carolina,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Fiona Solutions Inc,https://www.linkedin.com/company/fiona-solutions,fionasolutions.com,Information Technology and Services,Public Company,51-200,71,2018,Sugar Land,Texas,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Zenarate,https://www.linkedin.com/company/zenarate,zenarate.com,Software Development,Privately Held,51-200,152,2018,Palo Alto,California,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Pinpoint Safety Platform,https://www.linkedin.com/company/wellchecktech,pinpoint.us,Public Safety,Privately Held,51-200,10,2015,Owings Mills,Maryland,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Elite Technical,https://www.linkedin.com/company/elite-technical,elitetechnical.com,Staffing and Recruiting,Privately Held,51-200,126,1992,Reston,Virginia,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Piedmont Global,https://www.linkedin.com/company/piedmontglobal,pgls.com,Translation and Localization,Privately Held,201-500,400,2013,Arlington,Virginia,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Spherical Insights LLP,https://www.linkedin.com/company/spherical-insight,sphericalinsights.com,Market Research,Privately Held,51-200,107,2016,Mason,Ohio,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Charta Health,https://www.linkedin.com/company/chartahealth,chartahealth.com,Hospitals and Health Care,Privately Held,51-200,103,-,San Francisco,California,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
CheckedUp,https://www.linkedin.com/company/checkedup,checkedup.com,Hospitals and Health Care,Privately Held,51-200,108,2011,New York,New York,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Pager Health,https://www.linkedin.com/company/pager-health,pager.com,Hospitals and Health Care,Privately Held,201-500,361,2014,New York,New York,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Droidal,https://www.linkedin.com/company/droidal,droidal.com,Software Development,Privately Held,201-500,170,2018,Frisco,Texas,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Iit Institute Of Design,https://www.linkedin.com/school/iit-institute-of-design,iit.edu,Design,Educational Institution,51-200,280,1937,Chicago,Illinois,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Zenesys Solutions Inc.,https://www.linkedin.com/company/zenesys-solutions-inc,zenesys.com,IT Services and IT Consulting,Privately Held,51-200,65,2011,Houston,Texas,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
ModuleMD,https://www.linkedin.com/company/modulemd,modulemd.com,Hospitals and Health Care,Privately Held,51-200,130,1999,Remote,-,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
AKASA,https://www.linkedin.com/company/akasahealth,akasa.com,Software Development,Privately Held,51-200,215,2019,South San Francisco,California,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Katz School of Science and Health,https://www.linkedin.com/school/katz-school,yu.edu,Higher Education,Educational Institution,51-200,120,-,New York,-,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Clootrack,https://www.linkedin.com/company/clootrack,clootrack.com,Technology; Information and Internet,Privately Held,51-200,98,2017,Claymont,Delaware,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Clearwater,https://www.linkedin.com/company/clearwater-security-llc,clearwatersecurity.com,Computer and Network Security,Privately Held,201-500,382,-,Nashville,Tennessee,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
DocMatter,https://www.linkedin.com/company/docmatter,docmatter.com,Technology; Information and Internet,Privately Held,51-200,31,-,San Francisco,California,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
CareSimple,https://www.linkedin.com/company/caresimple-rpm,caresimple.com,Hospitals and Health Care,Privately Held,51-200,27,2009,North Palm Beach,Florida,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
SD Solutions,https://www.linkedin.com/company/sd-solutions,sdsolutions.tech,Staffing and Recruiting,Partnership,201-500,337,2016,Wilmington,Delaware,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
"Infinitus Systems, Inc.",https://www.linkedin.com/company/infinitusai,infinitus.ai,Software Development,Privately Held,51-200,219,2019,San Francisco,California,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Copperpod AI,https://www.linkedin.com/company/copperpodai,copperpod.digital,IT Services and IT Consulting,Privately Held,51-200,81,-,Plainsboro,New Jersey,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
JMJ Culture Transformation Consulting,https://www.linkedin.com/company/jmj-transformation,jmj.com,Business Consulting and Services,Privately Held,51-200,253,1987,Austin,Texas,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Vega,https://www.linkedin.com/company/vega-security-io,vega.io,Computer and Network Security,Privately Held,51-200,171,2024,-,-,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Covenant Technology Partners,https://www.linkedin.com/company/covenant-technology-partners,covenanttechnologypartners.com,IT Services and IT Consulting,Partnership,51-200,70,2004,St Louis,Missouri,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Tact.ai,https://www.linkedin.com/company/tact.ai,tact.ai,Software Development,Privately Held,51-200,30,2012,Sunnyvale,California,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Anterior,https://www.linkedin.com/company/anteriorai,anterior.com,Hospitals and Health Care,Privately Held,51-200,47,2023,New York City,-,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Linus Health,https://www.linkedin.com/company/linus-health,linushealth.com,Software Development,Privately Held,51-200,118,2019,Boston,Massachusetts,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Travancore Analytics,https://www.linkedin.com/company/travancore-analytics,travancoreanalytics.com,Software Development,Privately Held,201-500,218,2007,Tracy,California,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
SphereGen,https://www.linkedin.com/company/spheregen,spheregen.com,Software Development,Privately Held,51-200,56,2007,New Haven,Connecticut,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Beaufort CRO,https://www.linkedin.com/company/beaufort-llc,beaufortcro.com,Research Services,Privately Held,51-200,73,2004,Virginia Beach,Virginia,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
ALL4,https://www.linkedin.com/company/all4-inc-,all4inc.com,Environmental Services,Privately Held,201-500,368,2002,Kimberton,Pennsylvania,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Apixio,https://www.linkedin.com/company/apixio,apixio.com,Software Development,Privately Held,201-500,93,2009,San Mateo,California,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
rbb Communications,https://www.linkedin.com/company/rbbcomm,rbbcommunications.com,Public Relations and Communications Services,Privately Held,51-200,94,1975,Miami,Florida,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
TRS Healthcare,https://www.linkedin.com/company/trshealthcare,trshealthcare.com,Staffing and Recruiting,Privately Held,201-500,550,1996,Springdale,Arkansas,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Clearwave Corporation,https://www.linkedin.com/company/clearwave-corporation,clearwaveinc.com,IT Services and IT Consulting,Privately Held,51-200,122,2004,Atlanta,Georgia,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Rytsense Technologies,https://www.linkedin.com/company/rytsense,rytsensetech.com,Software Development,Privately Held,51-200,26,2016,California,California,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Better Therapeutics,https://www.linkedin.com/company/bettertx,bettertx.com,Biotechnology Research,Public Company,51-200,10,2015,San Francisco,California,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Mindoula,https://www.linkedin.com/company/mindoula,mindoula.com,Hospitals and Health Care,Privately Held,201-500,276,2013,Silver Spring,Maryland,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
BOND.AI,https://www.linkedin.com/company/bond.ai,bond.ai,Technology; Information and Internet,Privately Held,51-200,62,2018,Little Rock,-,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
AppliedVR,https://www.linkedin.com/company/appliedvr,appliedvr.io,Hospitals and Health Care,Privately Held,51-200,62,2015,Van Nuys,California,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Ellipsis Health,https://www.linkedin.com/company/ellipsis-health,ellipsishealth.com,Technology; Information and Internet,Privately Held,51-200,96,2017,San Francisco,California,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
MINDS + ASSEMBLY,https://www.linkedin.com/company/minds-assembly,mna.co,Advertising Services,Privately Held,51-200,251,2015,New York,-,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Enlitic,https://www.linkedin.com/company/enlitic,enlitic.com,Hospitals and Health Care,Privately Held,51-200,39,2014,"Loveland,",Colorado,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
East Valley Institute of Technology,https://www.linkedin.com/school/east-valley-institute-of-technology,evit.com,Technical and Vocational Training,Educational Institution,51-200,353,1991,Mesa,Arizona,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Mersive Technologies,https://www.linkedin.com/company/mersive,mersive.com,Information Technology and Services,Privately Held,51-200,59,2006,Lakewood,Colorado,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
JPA Health,https://www.linkedin.com/company/jpa-health,jpa.com,Public Relations and Communications Services,Privately Held,51-200,92,2007,Washington,District of Columbia,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Kansas City Clinic Advisors,https://www.linkedin.com/company/kcc-advisors,kcclinicadvisors.com,Hospitals and Health Care,Privately Held,51-200,112,2024,Kansas,Kansas City (KS),US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Founders Running Club,https://www.linkedin.com/company/foundersrc,foundersrc.com,Community Services,Nonprofit,51-200,76,2022,San Francisco,California,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Wellvana,https://www.linkedin.com/company/wellvanahealth,wellvana.com,Hospitals and Health Care,Privately Held,201-500,248,2018,Nashville,Tennessee,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Progatix,https://www.linkedin.com/company/progatix,progatix.com,IT System Custom Software Development,Privately Held,51-200,74,2002,Lake Mary,Florida,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Exafluence,https://www.linkedin.com/company/exafluence,exafluence.com,IT Services and IT Consulting,Privately Held,201-500,293,2015,South Brunswick,New Jersey,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
BCC Research,https://www.linkedin.com/company/bccresearch,bccresearch.com,Market Research,Privately Held,51-200,223,1971,Boston,Massachusetts,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Front Desk Helpers CO,https://www.linkedin.com/company/frontdeskhelpers,frontdeskhelpers.com,Human Resources Services,Privately Held,51-200,108,2015,Old Bridge,New Jersey,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Intersoft KK,https://www.linkedin.com/company/intersoft-kk,intersoftkk.com,IT Services and IT Consulting,Privately Held,201-500,137,1999,Sunnyvale,California,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
binah.ai,https://www.linkedin.com/company/binah-ai,binah.ai,Software Development,Privately Held,51-200,48,2016,Boston,Massachusetts,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
eCommQuest,https://www.linkedin.com/company/ecommquest,ecommquest.com,IT Services and IT Consulting,Privately Held,51-200,25,2000,Atlanta,Georgia,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
The Healthcare Insights,https://www.linkedin.com/company/the-healthcare-insights,thehealthcareinsights.com,Business Content,Public Company,51-200,6,-,"Meridian Parkway, Durham",North Carolina,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
"1upHealth, Inc.",https://www.linkedin.com/company/1uphealth,1up.health,Software Development,Privately Held,51-200,113,2017,Boston,Massachusetts,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Care Logistics,https://www.linkedin.com/company/care-logistics,carelogistics.com,Hospitals and Health Care,Privately Held,51-200,73,2008,Alpharetta,Georgia,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
CrowdGen,https://www.linkedin.com/company/crowdgenbyappen,crowdgen.com,Artificial Intelligence,Public Company,51-200,1951,2024,-,-,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
REDCap Cloud,https://www.linkedin.com/company/redcapcloud,redcapcloud.com,Software Development,Privately Held,201-500,133,2016,Atlantic Beach,Florida,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
"Athonet, acquired by Hewlett Packard Enterprise company in 2023",https://www.linkedin.com/company/athonet,arubanetworks.com,Telecommunications,Privately Held,51-200,22,2005,Houston,-,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Babson Diagnostics,https://www.linkedin.com/company/babsondx,betterway.com,Medical and Diagnostic Laboratories,Privately Held,51-200,57,2017,Austin,Texas,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
"Datavault AI, Inc.",https://www.linkedin.com/company/datavault-ai-inc,datavaultsite.com,Technology; Information and Internet,Public Company,51-200,86,-,Philadelphia,Pennsylvania,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
98point6 Technologies Inc.,https://www.linkedin.com/company/98point6-tech-inc,98point6.com,Software Development,Privately Held,51-200,63,2015,Seattle,Washington,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Neova Solutions,https://www.linkedin.com/company/neova-solutions,neovasolutions.com,Technology; Information and Internet,Privately Held,51-200,116,2007,Santa Clara,California,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
UNC Hussman School of Journalism and Media,https://www.linkedin.com/school/unc-hussman-school-of-journalism-and-media,unc.edu,Higher Education,Educational Institution,51-200,159,1909,Chapel Hill,North Carolina,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
SnapCare,https://www.linkedin.com/company/snap-care,snapcare.com,Hospitals and Health Care,Privately Held,201-500,640,-,Atlanta,Georgia,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
iHealth Labs,https://www.linkedin.com/company/ihealth-labs,ihealthlabs.com,Retail Health and Personal Care Products,Privately Held,51-200,263,2010,Nationwide,-,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Digital Pharmacist Inc.,https://www.linkedin.com/company/digitalpharmacist,digitalpharmacist.com,Software Development,Privately Held,51-200,79,2010,Austin,Texas,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Texas Public Policy Foundation,https://www.linkedin.com/company/texas-public-policy-foundation,texaspolicy.com,Public Policy Offices,Nonprofit,51-200,117,1989,Austin,Texas,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
MyHealthTeam,https://www.linkedin.com/company/myhealthteam,myhealthteam.com,Technology; Information and Internet,Privately Held,201-500,130,2012,San Francisco,California,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
OSP,https://www.linkedin.com/company/osplabs,osplabs.com,Software Development,Privately Held,51-200,506,2009,Dallas,Texas,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
"CoreSphere, LLC",https://www.linkedin.com/company/coresphere-llc,coresphere.com,IT Services and IT Consulting,Privately Held,51-200,63,2003,Bethesda,Maryland,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
bld.ai,https://www.linkedin.com/company/bldai,bld.ai,Technology; Information and Internet,Privately Held,201-500,119,2017,Boca Raton,-,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
"Safe T Professionals, LLC",https://www.linkedin.com/company/safe-t-professionals,safetpros.com,Staffing and Recruiting,Privately Held,51-200,128,2011,Chandler,Arizona,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
G1 GLOBAL,https://www.linkedin.com/company/g1gobalitservices-llp,raytex.co.in,IT Services and IT Consulting,Privately Held,51-200,59,2004,New Hope,Pennsylvania,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
ConcertoCare,https://www.linkedin.com/company/concertocare,concertocare.com,Hospitals and Health Care,Privately Held,201-500,361,2015,New York,New York,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
VIDIZMO.AI,https://www.linkedin.com/company/vidizmo,vidizmo.ai,IT Services and IT Consulting,Privately Held,51-200,80,2009,Tysons,Virginia,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Citrusbug Technolabs,https://www.linkedin.com/company/citrusbug,citrusbug.com,IT Services and IT Consulting,Privately Held,51-200,76,2013,Itasca,Illinois,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
NeuroFlow,https://www.linkedin.com/company/neuroflow,neuroflow.com,Mental Health Care,Privately Held,51-200,180,2017,Philadelphia,Pennsylvania,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
ResourceXperts,https://www.linkedin.com/company/resourcexperts,resourcexperts.com,Information Technology and Services,Privately Held,51-200,4,2001,Garden Grove,California,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Rutgers University School of Communication and Information,https://www.linkedin.com/school/rutgers-university-school-of-communication-and-information,rutgers.edu,Higher Education,Educational Institution,201-500,223,1982,New Brunswick,New Jersey,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
VitalConnect,https://www.linkedin.com/company/vitalconnect,vitalconnect.com,Medical Equipment Manufacturing,Privately Held,51-200,192,2011,San Jose,California,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
SunnyData,https://www.linkedin.com/company/sunnydata,sunnydata.ai,IT Services and IT Consulting,Privately Held,51-200,162,-,Minneapolis,Minnesota,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
PROPELLER,https://www.linkedin.com/company/propeller-communications-inc-,propellercommunicates.com,Advertising Services,Privately Held,51-200,145,2006,Summit,New Jersey,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Circulo Health,https://www.linkedin.com/company/circulohealth,circulohealth.com,Insurance,Privately Held,51-200,77,2020,Columbus,Ohio,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Sullivan Higdon & Sink,https://www.linkedin.com/company/shs,wehatesheep.com,Advertising Services,Privately Held,51-200,379,1971,Kansas City,Missouri,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Elfie,https://www.linkedin.com/company/elfieco,elfie.co,Public Health,Privately Held,51-200,115,2020,New York,New York,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
"Brighterion, a Mastercard Company",https://www.linkedin.com/company/brighterion,mastercard.com,Software Development,Privately Held,51-200,32,-,San Francisco,California,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
"Conquest Healthcare Solutions, LLC",https://www.linkedin.com/company/conquest-healthcare-solutions-llc,conquest-hs.com,Business Consulting and Services,Privately Held,51-200,8,-,Fort Worth,Texas,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
"QliqSOFT, Inc.",https://www.linkedin.com/company/qliqsoft,qliqsoft.com,Hospitals and Health Care,Privately Held,51-200,21,2011,Dallas,Texas,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
GlobalMed,https://www.linkedin.com/company/globalmed-digitalhealth,globalmed.com,Hospitals and Health Care,Privately Held,51-200,167,2002,Scottsdale,Arizona,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Zenon,https://www.linkedin.com/company/zenonai,zenon.ai,IT Services and IT Consulting,Privately Held,51-200,115,2018,-,New York,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Propeller Health,https://www.linkedin.com/company/propellerhealth,propellerhealth.com,Medical Equipment Manufacturing,Privately Held,51-200,8,2010,San Diego,California,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Xealth - A Samsung Company,https://www.linkedin.com/company/xealth,xealth.com,Hospitals and Health Care,Privately Held,51-200,75,2017,Seattle,Washington,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
HealthCentral,https://www.linkedin.com/company/healthcentral-corp,healthcentralcorp.com,Technology; Information and Internet,Privately Held,51-200,188,1994,New York,New York,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
LTVplus,https://www.linkedin.com/company/ltvplus,ltvplus.com,Outsourcing and Offshoring Consulting,Partnership,201-500,238,-,Brandon,Florida,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
GrowByData,https://www.linkedin.com/company/growbydata,growbydata.com,Technology; Information and Internet,Privately Held,51-200,76,2014,Lexington,Massachusetts,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
ReferWell,https://www.linkedin.com/company/referwell,referwell.com,Hospitals and Health Care,Privately Held,51-200,66,2015,Stamford,Connecticut,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Magical,https://www.linkedin.com/company/getmagical,getmagical.com,Software Development,Privately Held,51-200,133,2020,San Francisco,-,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
CODETRU,https://www.linkedin.com/company/codetru,codetru.com,IT Services and IT Consulting,Privately Held,201-500,103,2018,Temple Terrace,Florida,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
EarlySense,https://www.linkedin.com/company/earlysense,earlysense.com,Medical Equipment Manufacturing,Privately Held,51-200,20,2004,Woburn,Massachusetts,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
SmartSense by Digi,https://www.linkedin.com/company/smartsense-by-digi,smartsense.co,IT Services and IT Consulting,Public Company,51-200,132,2005,Boston,Massachusetts,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Ancient | The Wisdom of Technology,https://www.linkedin.com/company/ancient-tech,ancient.global,IT Services and IT Consulting,Privately Held,51-200,73,2010,Austin,Texas,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Sleep.ai,https://www.linkedin.com/company/getsleepai,sleepscore.com,Information Services,Privately Held,51-200,45,2017,Carlsbad,California,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Aptar Digital Health,https://www.linkedin.com/company/aptardigitalhealth,aptardigitalhealth.com,Medical Equipment Manufacturing,Public Company,51-200,113,2021,Congers,New York,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Adcetera,https://www.linkedin.com/company/adcetera,adcetera.com,Advertising Services,Privately Held,51-200,72,1982,Houston,Texas,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Technical Career Institutes,https://www.linkedin.com/school/technical-career-institutes,tcicollege.edu,Higher Education,Educational Institution,201-500,230,1909,New York,New York,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Heal,https://www.linkedin.com/company/healapp,heal.com,Hospitals and Health Care,Privately Held,201-500,334,2014,Los Angeles,California,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Waverley Software,https://www.linkedin.com/company/waverley-software,waverleysoftware.com,IT Services and IT Consulting,Privately Held,201-500,190,1992,Palo Alto,California,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
iScribeHealth,https://www.linkedin.com/company/iscribehealth,iscribehealth.com,Software Development,Privately Held,51-200,62,2015,Nashville,Tennessee,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Ribbon Health (now H1),https://www.linkedin.com/company/ribbonhealth,h1.co,Software Development,Privately Held,51-200,17,2016,New York,-,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
ReflexAI,https://www.linkedin.com/company/reflexai,reflexai.com,Technology; Information and Internet,Privately Held,51-200,55,2022,New York City,New York,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
"3Core Systems, Inc",https://www.linkedin.com/company/3core-systems-inc,3coresystems.com,Software Development,Privately Held,51-200,52,2004,Austin,Texas,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
"BioIntelliSense, Inc",https://www.linkedin.com/company/biointellisense,biointellisense.com,Medical Device,Privately Held,51-200,81,-,Denver,Colorado,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Amnet Digital,https://www.linkedin.com/company/amnet-digital,amnetdigital.com,IT Services and IT Consulting,Privately Held,201-500,267,2016,Austin,Texas,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
Truemed,https://www.linkedin.com/company/truemedpayments,truemed.com,Financial Services,Privately Held,51-200,91,2022,Austin,Texas,US,Campaign #1 - Enterprise & Platforms (Casual Connections)
